Name,category_first,category_2nd,category_3rd,category_4th,category_5th,category_6th,first_purchased_short_code,second_purchased_short_code,third_purchased_short_code,fourth_purchased_short_code,fifth_purchased_short_code,sixth_purchased_short_code,first_purchased_sku,second_purchased_sku,third_purchased_sku,fourth_purchased_sku,fifth_purchased_sku,sixth_purchased_sku,first_order_date,second_order_date,third_order_date,fourth_order_date,fifth_order_date,sixth_order_date,days_between_1st_and_2nd,days_between_2nd_and_3rd,days_between_3rd_and_4th,days_between_4th_and_5th,days_between_5th_and_6th,city,Month-Year,Month Number ,Journey Depth,Is Repeat Buyer? 
245305,"Active Gel, Face Malai","Active Gel, Face Malai",,,,,"Cocoa Mogra (Overnight) Face Malai - 30g, Active Aloe Cactus Hydra Lift Gel, Active Olive Vit-E Night Gel","Active Orange Kiwi Vit-C Gel, Turmeric Nutmeg (Pigmentation)  Face Malai - 30g",,,,,"FC-AC-AC-050, FC-AC-OV-050, FC-DM-NR-030","FC-DM-PG-030, FC-AC-OK-050",,,,,"Jan 7, 2024","Feb 2, 2024",,,,,26,,,,,Bengaluru,2024-01,1,2,1
245319,Face Malai,Face Malai,,,,,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,"Winter Blackseed Tulsi (Cold) 13 - 19 Yrs Face Malai, Flax Walnut (Cold) 35+ Face Malai",,,,,FC-HHDM-FC-030,"FC-CWDM-FW-030, FC-CWDM-BT-030",,,,,"Oct 18, 2024","Jun 16, 2025",,,,,241,,,,,Bengaluru,2024-10,10,2,1
245403,Active Gel,,,,,,Active Neem TeaTree Gel,,,,,,FC-AC-NT-050,,,,,,"Jul 20, 2025",,,,,,,,,,,Gautam Buddha Nagar,2025-07,7,1,0
246900,Face Malai,,,,,,Flax Walnut (Cold) 35+ Face Malai,,,,,,FC-CWDM-FW-030,,,,,,"Mar 20, 2024",,,,,,,,,,,Srinagar,2024-03,3,1,0
247348,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"May 18, 2024",,,,,,,,,,,Bengaluru,2024-05,5,1,0
247553,Face Malai,,,,,,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,,,,,,FC-HDDM-FB-030,,,,,,"Mar 26, 2025",,,,,,,,,,,Pune,2025-03,3,1,0
247733,Face Malai,Face Malai,,,,,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 50g,,,,,FC-HHDM-TV-030,FC-HDDM-TR-050,,,,,"Feb 7, 2025","Apr 21, 2025",,,,,73,,,,,Kurnool,2025-02,2,2,1
248129,Face Malai,,,,,,Clove Tea-Tree (Anti-Acne) Face Malai,,,,,,FC-DM-AA-030,,,,,,"Jul 23, 2024",,,,,,,,,,,Bengaluru,2024-07,7,1,0
248328,Face Malai,,,,,,Flax Walnut (Cold) 35+ Face Malai,,,,,,FC-CWDM-FW-030,,,,,,"Sep 23, 2024",,,,,,,,,,,New Delhi,2024-09,9,1,0
248433,Face Malai,,,,,,Cocoa Mogra (Overnight) Face Malai - 30g,,,,,,FC-DM-NR-030,,,,,,"Apr 5, 2025",,,,,,,,,,,Goa,2025-04,4,1,0
248763,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Aug 2, 2024",,,,,,,,,,,Chandigarh,2024-08,8,1,0
249752,Face Malai,,,,,,Flax Walnut (Cold) 35+ Face Malai,,,,,,FC-CWDM-FW-030,,,,,,"Mar 19, 2025",,,,,,,,,,,Bengaluru,2025-03,3,1,0
249777,Face Malai,,,,,,Cocoa Mogra (Overnight) Face Malai - 30g,,,,,,FC-DM-NR-030,,,,,,"Aug 25, 2024",,,,,,,,,,,Thane,2024-08,8,1,0
249982,Face Malai,,,,,,Tomato Patchouli (Cold) 20 - 35 Yrs Face Malai,,,,,,FC-CWDM-TP-030,,,,,,"Oct 13, 2024",,,,,,,,,,,Chandrapur,2024-10,10,1,0
250015,Active Gel,,,,,,Active Neem TeaTree Gel,,,,,,FC-AC-NT-050,,,,,,"Apr 20, 2026",,,,,,,,,,,Bengaluru,2026-04,4,1,0
250242,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Apr 16, 2025",,,,,,,,,,,Bengaluru,2025-04,4,1,0
250298,Face Malai,,,,,,"Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai, Cocoa Mogra (Overnight) Face Malai - 30g",,,,,,"FC-HHDM-TV-030, FC-DM-NR-030",,,,,,"Nov 23, 2024",,,,,,,,,,,Chennai,2024-11,11,1,0
250360,Active Gel,Face Malai,,,,,Active Neem TeaTree Gel,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,FC-AC-NT-050,FC-DM-PG-030,,,,,"Mar 11, 2025","Mar 12, 2025",,,,,1,,,,,Surguja,2025-03,3,2,1
250457,Face Malai,,,,,,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g,,,,,,FC-HDDM-TR-030,,,,,,"Dec 9, 2024",,,,,,,,,,,Sangareddy,2024-12,12,1,0
250950,Face Malai,,,,,,Tomato Patchouli (Cold) 20 - 35 Yrs Face Malai,,,,,,FC-CWDM-TP-030,,,,,,"Oct 7, 2024",,,,,,,,,,,Ghaziabad,2024-10,10,1,0
251512,Face Malai,,,,,,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,,,,,,FC-HHDM-TV-030,,,,,,"Aug 2, 2025",,,,,,,,,,,Vijayawada,2025-08,8,1,0
251797,Active Gel,,,,,,Active Aloe Cactus Hydra Lift Gel,,,,,,FC-AC-AC-050,,,,,,"Apr 13, 2025",,,,,,,,,,,Hyderabad,2025-04,4,1,0
252552,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Feb 21, 2024",,,,,,,,,,,Thane,2024-02,2,1,0
253366,Face Malai,Active Gel,Face Malai,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,"Active Beetroot Tomato Vit-A Gel, Active Orange Kiwi Vit-C Gel",Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,FC-DM-PG-030,"FC-AC-BT-050, FC-AC-OK-050",FC-DM-PG-030,,,,"Nov 28, 2024","Apr 13, 2025","Sep 14, 2025",,,,136,154,,,,Hissar,2024-11,11,3,1
254229,Face Malai,,,,,,Flax Bakuchi (Hot Dry) 35+ Face Malai - 50g,,,,,,FC-HDDM-FB-050,,,,,,"Jul 31, 2024",,,,,,,,,,,Pune,2024-07,7,1,0
254263,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Feb 26, 2025",,,,,,,,,,,Mumbai,2025-02,2,1,0
254362,Face Malai,,,,,,"Flax Walnut (Cold) 35+ Face Malai, Cocoa Mogra (Overnight) Face Malai - 30g",,,,,,"FC-CWDM-FW-030, FC-DM-NR-030",,,,,,"Jan 29, 2024",,,,,,,,,,,Burdwan,2024-01,1,1,0
254714,Face Malai,Face Malai,Face Malai,,,,Honey Multi-Nut (Dry & Peeling Skin) Face Malai,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,FC-DM-DP-030,FC-HHDM-TV-030,FC-DM-PG-030,,,,"Dec 24, 2024","Apr 5, 2025","Aug 6, 2025",,,,102,123,,,,New Delhi,2024-12,12,3,1
255246,Face Malai,,,,,,Flax Walnut (Cold) 35+ Face Malai,,,,,,FC-CWDM-FW-030,,,,,,"Jan 6, 2025",,,,,,,,,,,Bengaluru,2025-01,1,1,0
255665,Face Malai,,,,,,"Flax Walnut (Cold) 35+ Face Malai, Cocoa Mogra (Overnight) Face Malai - 30g",,,,,,"FC-CWDM-FW-030, FC-DM-NR-030",,,,,,"Jan 14, 2024",,,,,,,,,,,Amritsar,2024-01,1,1,0
255709,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Aug 5, 2024",,,,,,,,,,,Moradabad,2024-08,8,1,0
255952,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Mar 17, 2025",,,,,,,,,,,Vadodara,2025-03,3,1,0
256172,Face Malai,,,,,,"Flax Walnut (Cold) 35+ Face Malai, Cocoa Mogra (Overnight) Face Malai - 30g",,,,,,"FC-CWDM-FW-030, FC-DM-NR-030",,,,,,"Dec 9, 2025",,,,,,,,,,,Indore,2025-12,12,1,0
256431,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Mar 4, 2026",,,,,,,,,,,Chennai,2026-03,3,1,0
256726,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Feb 16, 2024",,,,,,,,,,,Belagavi,2024-02,2,1,0
256771,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Apr 29, 2025",,,,,,,,,,,Karur,2025-04,4,1,0
256781,Face Malai,,,,,,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,,,,,,FC-HDDM-FB-030,,,,,,"Apr 2, 2025",,,,,,,,,,,Jaipur,2025-04,4,1,0
256829,Active Gel,,,,,,Active Orange Kiwi Vit-C Gel,,,,,,FC-AC-OK-050,,,,,,"Jul 23, 2025",,,,,,,,,,,Calicut,2025-07,7,1,0
257189,Face Malai,Face Malai,,,,,Flax Bakuchi (Hot Dry) 35+ Face Malai - 50g,Honey Multi-Nut (Dry & Peeling Skin) Face Malai,,,,,FC-HDDM-FB-050,FC-DM-DP-030,,,,,"Jan 15, 2026","Feb 19, 2026",,,,,35,,,,,Chennai,2026-01,1,2,1
258000,Face Malai,,,,,,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g,,,,,,FC-HDDM-TR-030,,,,,,"Feb 26, 2024",,,,,,,,,,,Pune,2024-02,2,1,0
258438,Face Malai,,,,,,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,,,,,,FC-HHDM-TV-030,,,,,,"Mar 20, 2025",,,,,,,,,,,Secunderabad,2025-03,3,1,0
258537,Face Malai,Face Malai,,,,,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g,,,,,FC-HHDM-TV-030,FC-HDDM-TR-030,,,,,"Nov 20, 2024","Jan 18, 2025",,,,,59,,,,,Bengaluru,2024-11,11,2,1
258607,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"May 4, 2024",,,,,,,,,,,Ernakulam,2024-05,5,1,0
259390,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Jun 7, 2024",,,,,,,,,,,Mumbai,2024-06,6,1,0
259425,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Jun 7, 2024",,,,,,,,,,,Mumbai,2024-06,6,1,0
259834,Active Gel,,,,,,"Active Olive Vit-E Night Gel, Active Orange Kiwi Vit-C Gel",,,,,,"FC-AC-OV-050, FC-AC-OK-050",,,,,,"May 14, 2026",,,,,,,,,,,Mumbai,2026-05,5,1,0
259940,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Aug 15, 2025",,,,,,,,,,,Solapur,2025-08,8,1,0
260036,Face Malai,Face Malai,,,,,Flax Bakuchi (Hot Dry) 35+ Face Malai - 50g,Flax Walnut (Cold) 35+ Face Malai,,,,,FC-HDDM-FB-050,FC-CWDM-FW-030,,,,,"Jan 8, 2025","Jun 12, 2025",,,,,155,,,,,Bengaluru,2025-01,1,2,1
261296,Active Gel,,,,,,Active Beetroot Tomato Vit-A Gel,,,,,,FC-AC-BT-050,,,,,,"Aug 4, 2024",,,,,,,,,,,Bengaluru,2024-08,8,1,0
261407,Face Malai,,,,,,"Flax Walnut (Cold) 35+ Face Malai, Turmeric Nutmeg (Pigmentation)  Face Malai - 30g",,,,,,"FC-CWDM-FW-030, FC-DM-PG-030",,,,,,"Jan 5, 2025",,,,,,,,,,,Chittorgarh,2025-01,1,1,0
261456,Face Malai,,,,,,Flax Walnut (Cold) 35+ Face Malai,,,,,,FC-CWDM-FW-030,,,,,,"Oct 24, 2024",,,,,,,,,,,Indore,2024-10,10,1,0
261458,Active Gel,Face Malai,,,,,Active Olive Vit-E Night Gel,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,,,,,FC-AC-OV-050,FC-HDDM-FB-030,,,,,"Mar 9, 2025","May 22, 2025",,,,,74,,,,,Pune,2025-03,3,2,1
261479,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Dec 17, 2024",,,,,,,,,,,Tirupati,2024-12,12,1,0
261962,Face Malai,,,,,,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,,,,,,FC-HHDM-FC-030,,,,,,"Oct 31, 2025",,,,,,,,,,,Palghar,2025-10,10,1,0
262548,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Apr 28, 2025",,,,,,,,,,,New Delhi,2025-04,4,1,0
262782,Face Malai,,,,,,"Honey Multi-Nut (Dry & Peeling Skin) Face Malai, Cocoa Mogra (Overnight) Face Malai - 30g",,,,,,"FC-DM-DP-030, FC-DM-NR-030",,,,,,"Jun 5, 2024",,,,,,,,,,,Gurgaon,2024-06,6,1,0
264236,Aloe Vera Gel,Face Malai,Aloe Vera Gel,,,,Aloe Vera Gel - 40 gms,Flax Walnut (Cold) 35+ Face Malai,Aloe Vera Gel - 80 gms,,,,FC-HG-PA-040,FC-CWDM-FW-030,FC-HG-PA-080,,,,"May 19, 2024","Oct 12, 2024","Dec 28, 2025",,,,146,442,,,,Kota,2024-05,5,3,1
264742,Face Malai,Face Malai,,,,,Clove Tea-Tree (Anti-Acne) Face Malai,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,FC-DM-AA-030,FC-DM-PG-030,,,,,"May 1, 2024","May 22, 2024",,,,,21,,,,,Bengaluru,2024-05,5,2,1
264997,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"May 31, 2025",,,,,,,,,,,Aligarh,2025-05,5,1,0
265326,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"May 6, 2024",,,,,,,,,,,Gurgaon,2024-05,5,1,0
266071,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Mar 5, 2025",,,,,,,,,,,Gautam Buddha Nagar,2025-03,3,1,0
266174,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 50g,,,,,,FC-DM-PG-050,,,,,,"Mar 5, 2025",,,,,,,,,,,Mumbai,2025-03,3,1,0
267002,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Apr 26, 2025",,,,,,,,,,,Bengaluru,2025-04,4,1,0
267752,Active Gel,,,,,,Active Orange Kiwi Vit-C Gel,,,,,,FC-AC-OK-050,,,,,,"Mar 28, 2025",,,,,,,,,,,Jaipur,2025-03,3,1,0
268081,Face Malai,,,,,,Flax Bakuchi (Hot Dry) 35+ Face Malai - 50g,,,,,,FC-HDDM-FB-050,,,,,,"Mar 4, 2026",,,,,,,,,,,New Delhi,2026-03,3,1,0
268330,Face Malai,Face Malai,,,,,Cocoa Mogra (Overnight) Face Malai - 30g,Cocoa Mogra (Overnight) Face Malai - 30g,,,,,FC-DM-NR-030,FC-DM-NR-030,,,,,"Jul 22, 2024","Dec 18, 2025",,,,,514,,,,,Gurgaon,2024-07,7,2,1
268869,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Dec 17, 2024",,,,,,,,,,,Singhbhum,2024-12,12,1,0
269311,"Aloe Vera Gel, Face Malai",Face Malai,,,,,"Aloe Vera Gel - 40 gms, Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g",Flax Carrot (Hot Humid) 35+ Face Malai - 30g,,,,,"FC-HG-PA-040, FC-HDDM-FB-030",FC-HHDM-FC-030,,,,,"May 8, 2024","Jul 28, 2024",,,,,81,,,,,Faridabad,2024-05,5,2,1
270826,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Mar 25, 2025",,,,,,,,,,,Bengaluru,2025-03,3,1,0
270979,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"May 5, 2024",,,,,,,,,,,Pollachi,2024-05,5,1,0
271439,Face Malai,,,,,,"Flax Walnut (Cold) 35+ Face Malai, Tomato Patchouli (Cold) 20 - 35 Yrs Face Malai, Turmeric Nutmeg (Pigmentation)  Face Malai - 30g",,,,,,"FC-CWDM-TP-030, FC-CWDM-FW-030, FC-DM-PG-030",,,,,,"Jan 17, 2024",,,,,,,,,,,Thane,2024-01,1,1,0
271959,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Dec 6, 2024",,,,,,,,,,,Gautam Buddha Nagar,2024-12,12,1,0
271979,Active Gel,Face Malai,,,,,Active Orange Kiwi Vit-C Gel,Clove Tea-Tree (Anti-Acne) Face Malai,,,,,FC-AC-OK-050,FC-DM-AA-030,,,,,"Jul 23, 2024","Mar 24, 2025",,,,,244,,,,,Gautam Buddha Nagar,2024-07,7,2,1
272260,Aloe Vera Gel,Active Gel,,,,,Aloe Vera Gel - 40 gms,Active Beetroot Tomato Vit-A Gel,,,,,FC-HG-PA-040,FC-AC-BT-050,,,,,"May 29, 2024","Jan 19, 2025",,,,,235,,,,,Kurukshetra,2024-05,5,2,1
272275,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Jun 7, 2025",,,,,,,,,,,Pune,2025-06,6,1,0
273393,Face Malai,,,,,,Flax Walnut (Cold) 35+ Face Malai,,,,,,FC-CWDM-FW-030,,,,,,"Nov 16, 2025",,,,,,,,,,,Visakhapatnam,2025-11,11,1,0
273424,Face Malai,,,,,,Honey Multi-Nut (Dry & Peeling Skin) Face Malai,,,,,,FC-DM-DP-030,,,,,,"Dec 3, 2025",,,,,,,,,,,Navi Mumbai,2025-12,12,1,0
273568,Face Malai,,,,,,Cocoa Mogra (Overnight) Face Malai - 50g,,,,,,FC-DM-NR-050,,,,,,"Aug 15, 2025",,,,,,,,,,,Tambaram,2025-08,8,1,0
274166,Face Malai,,,,,,Cocoa Mogra (Overnight) Face Malai - 30g,,,,,,FC-DM-NR-030,,,,,,"Dec 8, 2024",,,,,,,,,,,Meerut,2024-12,12,1,0
274524,Face Malai,Active Gel,Face Malai,Aloe Vera Gel,,,Flax Walnut (Cold) 35+ Face Malai,Active Olive Vit-E Night Gel,Flax Walnut (Cold) 35+ Face Malai,Aloe Vera Gel - 40 gms,,,FC-CWDM-FW-030,FC-AC-OV-050,FC-CWDM-FW-030,FC-HG-PA-040,,,"Feb 12, 2024","Aug 4, 2024","Aug 4, 2024","Jan 7, 2025",,,174,0,156,,,Irinjalakuda,2024-02,2,4,1
274975,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Jun 26, 2024",,,,,,,,,,,Kolkata,2024-06,6,1,0
275175,Face Malai,,,,,,"Flax Carrot (Hot Humid) 35+ Face Malai - 30g, Cocoa Mogra (Overnight) Face Malai - 30g",,,,,,"FC-DM-NR-030, FC-HHDM-FC-030",,,,,,"Jul 11, 2025",,,,,,,,,,,Coimbatore,2025-07,7,1,0
275353,Face Malai,,,,,,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,,,,,,FC-HHDM-FC-030,,,,,,"Aug 11, 2024",,,,,,,,,,,Tirupattur,2024-08,8,1,0
275494,Face Malai,,,,,,Tomato Patchouli (Cold) 20 - 35 Yrs Face Malai,,,,,,FC-CWDM-TP-030,,,,,,"Jan 3, 2024",,,,,,,,,,,Nagpur,2024-01,1,1,0
275721,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"May 20, 2026",,,,,,,,,,,Shahdol,2026-05,5,1,0
275761,Face Malai,,,,,,Flax Walnut (Cold) 35+ Face Malai,,,,,,FC-CWDM-FW-030,,,,,,"Nov 13, 2024",,,,,,,,,,,Hyderabad,2024-11,11,1,0
275951,Face Malai,,,,,,Cocoa Mogra (Overnight) Face Malai - 30g,,,,,,FC-DM-NR-030,,,,,,"Jul 27, 2024",,,,,,,,,,,Visakhapatnam,2024-07,7,1,0
276338,Face Malai,,,,,,Clove Tea-Tree (Anti-Acne) Face Malai,,,,,,FC-DM-AA-030,,,,,,"Apr 25, 2026",,,,,,,,,,,Bengaluru,2026-04,4,1,0
276497,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"May 28, 2024",,,,,,,,,,,Dehradun,2024-05,5,1,0
276753,Face Malai,Face Malai,,,,,"Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g, Cocoa Mogra (Overnight) Face Malai - 30g",Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g,,,,,"FC-HDDM-TR-030, FC-DM-NR-030",FC-HDDM-TR-030,,,,,"Mar 22, 2025","Oct 13, 2025",,,,,205,,,,,Bengaluru,2025-03,3,2,1
276903,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Feb 10, 2024",,,,,,,,,,,Gurgaon,2024-02,2,1,0
277171,Face Malai,,,,,,Honey Multi-Nut (Dry & Peeling Skin) Face Malai,,,,,,FC-DM-DP-030,,,,,,"Dec 18, 2025",,,,,,,,,,,Pune,2025-12,12,1,0
277294,Face Malai,,,,,,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,,,,,,FC-HDDM-FB-030,,,,,,"Oct 9, 2024",,,,,,,,,,,Gurgaon,2024-10,10,1,0
278697,Face Malai,,,,,,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,,,,,,FC-HHDM-FC-030,,,,,,"May 1, 2024",,,,,,,,,,,Mumbai,2024-05,5,1,0
278991,"Active Gel, Face Malai",,,,,,"Turmeric Nutmeg (Pigmentation)  Face Malai - 50g , Active Orange Kiwi Vit-C Gel",,,,,,"FC-DM-PG-050, FC-AC-OK-050",,,,,,"Aug 2, 2024",,,,,,,,,,,Sangrur,2024-08,8,1,0
279663,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Sep 1, 2024",,,,,,,,,,,Mumbai,2024-09,9,1,0
279886,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Apr 13, 2025",,,,,,,,,,,New Delhi,2025-04,4,1,0
280672,Face Malai,Face Malai,,,,,Flax Walnut (Cold) 35+ Face Malai,Turmeric Nutmeg (Pigmentation)  Face Malai - 50g,,,,,FC-CWDM-FW-030,FC-DM-PG-050,,,,,"Jan 7, 2024","May 27, 2024",,,,,141,,,,,Mumbai,2024-01,1,2,1
281559,Face Malai,,,,,,Honey Multi-Nut (Dry & Peeling Skin) Face Malai,,,,,,FC-DM-DP-030,,,,,,"Oct 8, 2025",,,,,,,,,,,New Delhi,2025-10,10,1,0
